V_over_eps,energy_over_eps
0.0,-1.9999500000000001
0.05263157894736842,-2.001152631578947
0.10526315789473684,-2.0046494736842106
0.15789473684210525,-2.0113378947368425
0.21052631578947367,-2.017886842105263
0.2631578947368421,-2.0347526315789475
0.3157894736842105,-2.0487952631578947
0.3684210526315789,-2.0655763157894738
0.42105263157894735,-2.0869305263157893
0.47368421052631576,-2.1082373684210527
0.5263157894736842,-2.135403684210526
0.5789473684210527,-2.1708494736842106
0.631578947368421,-2.219971052631579
0.6842105263157894,-2.400516842105263
0.7368421052631579,-2.5463273684210526
0.7894736842105263,-2.696237894736842
0.8421052631578947,-2.857898947368421
0.894736842105263,-3.00198947368421
0.9473684210526315,-3.157723684210527
1.0,-3.303560000000001
