V_over_eps,energy_over_eps
0.0,-2.0
0.05263157894736842,-2.0080210906870852
0.10526315789473684,-2.0297765750503776
0.15789473684210525,-2.0682401925710967
0.21052631578947367,-2.126252779207742
0.2631578947368421,-2.189376328216256
0.3157894736842105,-2.261555031222684
0.3684210526315789,-2.3520634505348585
0.42105263157894735,-2.4392230485631012
0.47368421052631576,-2.5458175046838663
0.5263157894736842,-2.6456195201584833
0.5789473684210527,-2.765490110505363
0.631578947368421,-2.8742668425952247
0.6842105263157894,-2.9981135598022277
0.7368421052631579,-3.124721684869458
0.7894736842105263,-3.2699752939827356
0.8421052631578947,-3.388106608938658
0.894736842105263,-3.5267518570185192
0.9473684210526315,-3.6619521882744728
1.0,-3.7983756761367733
