lambda,energy
0.0,0.0
0.06666666666666667,0.19650666666666672
0.13333333333333333,0.38650000000000007
0.2,0.5759
0.26666666666666666,0.7612000000000002
0.3333333333333333,0.94085
0.4,1.11255
0.4666666666666667,0.8835299999999997
0.5333333333333333,0.6314500000000003
0.6,0.35421
0.6666666666666666,0.09563333333333363
0.7333333333333333,-0.1751199999999998
0.8,-0.44956
0.8666666666666667,-0.7891800000000007
0.9333333333333333,-1.0725433333333338
1.0,-1.3506
