lmbda,energy
0.0,3.4999999999896225e-05
0.05263157894736842,0.15703552631578968
0.10526315789473684,0.3099431578947366
0.15789473684210525,0.4582094736842104
0.21052631578947367,0.6086523684210523
0.2631578947368421,0.7552652631578944
0.3157894736842105,0.8949168421052632
0.3684210526315789,1.0311794736842106
0.42105263157894735,1.0779278947368418
0.47368421052631576,0.8726831578947374
0.5263157894736842,0.662452894736842
0.5789473684210527,0.46640789473684174
0.631578947368421,0.24560157894736845
0.6842105263157894,0.028690263157894247
0.7368421052631579,-0.17812026315789442
0.7894736842105263,-0.40279263157894674
0.8421052631578947,-0.6400547368421052
0.894736842105263,-0.845898684210526
0.9473684210526315,-1.0758626315789477
1.0,-1.3249799999999996
