lambdas,J2
0.0,-2.0
0.1111111111111111,-2.036700308869262
0.2222222222222222,-2.143033502442879
0.3333333333333333,-2.309401076758503
0.4444444444444444,-2.5239592648001214
0.5555555555555556,-2.775554665954844
0.6666666666666666,-3.0550504633038926
0.7777777777777777,-3.355481971231442
0.8888888888888888,-3.671713698190734
1.0,-4.0
