lambdas,J2
0.0,-1.0
0.1111111111111111,-1.0363754503432017
0.2222222222222222,-1.1385500851066221
0.3333333333333333,-1.2909944487358056
0.4444444444444444,-1.4782371884055632
0.5555555555555556,-1.6887426837300739
0.6666666666666666,-1.914854215512676
0.7777777777777777,-2.1516574145596756
0.8888888888888888,-2.395984294760869
1.0,-2.6457513110645907
